run_id,chan_id,num_train_values,num_test_values,n_predicted_anoms,normalized_pred_error,anom_scores,anomaly_sequences
ESN_nolabel_2021-07-28_21.48.21,P-14,1676,5840,1,0.23071738258967545,"[{'start_idx': 4340, 'end_idx': 4409, 'score': 15.606420498240132}, {'start_idx': 4410, 'end_idx': 4479, 'score': 16.427352056573216}, {'start_idx': 4480, 'end_idx': 4549, 'score': 13.558557323517087}, {'start_idx': 4550, 'end_idx': 4619, 'score': 11.928611350532778}, {'start_idx': 4620, 'end_idx': 4689, 'score': 10.915903041613577}, {'start_idx': 4690, 'end_idx': 4759, 'score': 10.174178145114002}]","[(4590, 5009)]"
ESN_nolabel_2021-07-28_21.48.21,P-15,2189,2596,0,0.5280721353446254,[],[]
ESN_nolabel_2021-07-28_21.48.21,P-2,1638,7949,1,0.0582809148842617,"[{'start_idx': 5040, 'end_idx': 5109, 'score': 11.590340102274652}, {'start_idx': 5110, 'end_idx': 5179, 'score': 13.195832449633071}, {'start_idx': 5180, 'end_idx': 5249, 'score': 11.927665380847047}, {'start_idx': 5250, 'end_idx': 5319, 'score': 10.81624208766286}, {'start_idx': 5320, 'end_idx': 5389, 'score': 10.479169618303212}, {'start_idx': 5390, 'end_idx': 5459, 'score': 9.75140181255547}, {'start_idx': 5460, 'end_idx': 5529, 'score': 9.299174790322336}]","[(5290, 5779)]"
ESN_nolabel_2021-07-28_21.48.21,P-3,1660,8233,2,0.06918938695439435,"[{'start_idx': 5110, 'end_idx': 5179, 'score': 1.5222452153437158}, {'start_idx': 5180, 'end_idx': 5249, 'score': 3.685054106136687}, {'start_idx': 5250, 'end_idx': 5319, 'score': 4.210702527935749}, {'start_idx': 5320, 'end_idx': 5389, 'score': 3.746801359521623}, {'start_idx': 5390, 'end_idx': 5426, 'score': 3.1313158472689677}, {'start_idx': 5530, 'end_idx': 5599, 'score': 4.845350587268071}, {'start_idx': 5600, 'end_idx': 5669, 'score': 5.471599991635253}, {'start_idx': 5670, 'end_idx': 5739, 'score': 5.420262203981062}, {'start_idx': 5740, 'end_idx': 5809, 'score': 5.230221842625337}, {'start_idx': 5810, 'end_idx': 5879, 'score': 5.247454611022787}]","[(5360, 5676), (5780, 6129)]"
ESN_nolabel_2021-07-28_21.48.21,P-4,1503,7523,3,0.00476053225206565,"[{'start_idx': 680, 'end_idx': 932, 'score': 12.277581591295599}, {'start_idx': 1920, 'end_idx': 2099, 'score': 10.313476994994906}, {'start_idx': 4550, 'end_idx': 4619, 'score': 11.436445469963271}, {'start_idx': 4620, 'end_idx': 4689, 'score': 8.070751381044255}, {'start_idx': 4690, 'end_idx': 4728, 'score': 6.731439038449666}]","[(930, 1182), (2170, 2349), (4800, 4978)]"
ESN_nolabel_2021-07-28_21.48.21,P-7,1659,7811,4,0.02813593667372904,"[{'start_idx': 947, 'end_idx': 1153, 'score': 2.2934244525045115}, {'start_idx': 1230, 'end_idx': 1440, 'score': 2.3744718199190826}, {'start_idx': 2100, 'end_idx': 2169, 'score': 2.4454515375650954}, {'start_idx': 2170, 'end_idx': 2239, 'score': 2.411341935065449}, {'start_idx': 4760, 'end_idx': 4829, 'score': 4.360119399724197}, {'start_idx': 4830, 'end_idx': 4899, 'score': 5.728270097453559}, {'start_idx': 4900, 'end_idx': 4969, 'score': 5.818891111011185}, {'start_idx': 4970, 'end_idx': 5039, 'score': 5.681224858099404}, {'start_idx': 5040, 'end_idx': 5109, 'score': 5.467165829290255}, {'start_idx': 5110, 'end_idx': 5179, 'score': 5.900756893037394}]","[(1197, 1403), (1480, 1690), (2350, 2489), (5010, 5429)]"
ESN_nolabel_2021-07-28_21.48.21,R-1,1672,6984,0,0.003612586270424645,[],[]
ESN_nolabel_2021-07-28_21.48.21,S-1,1636,7071,1,0.21184066547744082,"[{'start_idx': 5040, 'end_idx': 5109, 'score': 0.4877033241216401}, {'start_idx': 5110, 'end_idx': 5179, 'score': 3.1515861871526636}, {'start_idx': 5180, 'end_idx': 5249, 'score': 4.123522982124115}, {'start_idx': 5250, 'end_idx': 5319, 'score': 4.417571723895313}, {'start_idx': 5320, 'end_idx': 5389, 'score': 4.418260141508733}, {'start_idx': 5390, 'end_idx': 5456, 'score': 3.853584644654042}]","[(5290, 5706)]"
ESN_nolabel_2021-07-28_21.48.21,S-2,425,1567,1,0.01143795084481644,"[{'start_idx': 556, 'end_idx': 811, 'score': 7.626775138871569}]","[(806, 1061)]"
ESN_nolabel_2021-07-28_21.48.21,T-1,1673,8352,1,0.026296043280827054,"[{'start_idx': 6300, 'end_idx': 6369, 'score': 2.5719094286437336}, {'start_idx': 6370, 'end_idx': 6431, 'score': 2.215769366511054}]","[(6550, 6681)]"
ESN_nolabel_2021-07-28_21.48.21,T-10,105,410,0,0.02687443662986352,[],[]
ESN_nolabel_2021-07-28_21.48.21,T-12,566,2170,0,0.03749274414631932,[],[]
ESN_nolabel_2021-07-28_21.48.21,T-13,566,2170,0,0.029083891043197266,[],[]
ESN_nolabel_2021-07-28_21.48.21,T-2,1660,8365,1,0.03113464957670849,"[{'start_idx': 6650, 'end_idx': 6719, 'score': 3.085003309154906}, {'start_idx': 6720, 'end_idx': 6789, 'score': 3.116956018441387}, {'start_idx': 6790, 'end_idx': 6859, 'score': 3.105149252166543}, {'start_idx': 6860, 'end_idx': 6929, 'score': 3.1638498834359994}, {'start_idx': 6930, 'end_idx': 6999, 'score': 3.174283312562537}]","[(6900, 7249)]"
ESN_nolabel_2021-07-28_21.48.21,T-3,1673,8319,2,0.006782994705321266,"[{'start_idx': 1807, 'end_idx': 2059, 'score': 4.798217973727695}, {'start_idx': 4970, 'end_idx': 5039, 'score': 4.728136659021303}, {'start_idx': 5040, 'end_idx': 5109, 'score': 3.6964751651555217}, {'start_idx': 5110, 'end_idx': 5160, 'score': 3.073702199645128}]","[(2057, 2309), (5220, 5410)]"
ESN_nolabel_2021-07-28_21.48.21,T-4,1287,1957,0,0.09310154421285331,[],[]
ESN_nolabel_2021-07-28_21.48.21,T-5,1287,1958,1,0.040071716217095016,"[{'start_idx': 863, 'end_idx': 1110, 'score': 3.725085969774701}]","[(1113, 1360)]"
ESN_nolabel_2021-07-28_21.48.21,T-8,312,1259,2,0.024176304122419983,"[{'start_idx': 536, 'end_idx': 783, 'score': 5.320836356911201}, {'start_idx': 1023, 'end_idx': 1236, 'score': 5.164668484312546}]","[(786, 1033), (1273, 1486)]"
ESN_nolabel_2021-07-28_21.48.21,T-9,114,836,0,0.1974565436365628,[],[]
